ID,Job Title,Company Title,Tenure,Job Type
224133THI0000506,Senior Research Data Scientist,Meta ,Jan 2022 - Oct 2023 · 1 yr 10 mos,eta · Full-timeMeta · Full-time
224156SEB0000507,Data Scientist,"Mettler-Toledo International, IncMettler-Toledo International, Inc",Jun 2023 - Present · 7 mos,"ettler-Toledo International, IncMettler-Toledo International, Inc"
224156SEB0000507,Data Scientist,Ava Women ,Apr 2021 - May 2023 · 2 yrs 2 mos,Women · Part-timeAva Women · Part-time
224156SEB0000507,Postdoctoral Researcher,EPFL (École polytechnique fédérale de Lausanne) ,Dec 2019 - Mar 2021 · 1 yr 4 mos,(École polytechnique fédérale de Lausanne) · Full-timeEPFL (École polytechnique fédérale de Lausanne) · Full-time
224156SEB0000507,Postdoctoral Researcher,Paul Scherrer Institut PSIPaul Scherrer Institut PSI,Jul 2018 - Mar 2021 · 2 yrs 9 mos, Scherrer Institut PSIPaul Scherrer Institut PSI
224255JEA0000509,Group Data - Data Science Team Lead,Richemont ,Sep 2021 - Present · 2 yrs 4 mos,chemont · Full-timeRichemont · Full-time
224255JEA0000509,Senior Data Scientist - Lodging Pricing,"Expedia, Inc. ",May 2017 - Sep 2021 · 4 yrs 5 mos,"dia, Inc. · Full-timeExpedia, Inc. · Full-time"
224255JEA0000509,Data Science Lead,ITrust ,Sep 2016 - May 2017 · 9 mos, · Full-timeITrust · Full-time
224416PIE0000512,Data & AI Consultant,Swiss Re ,Apr 2022 - Present · 1 yr 9 mos,ss Re · Full-timeSwiss Re · Full-time
224416PIE0000512,Founder,PPI Consulting ,Apr 2019 - Present · 4 yrs 9 mos,Consulting · Self-employedPPI Consulting · Self-employed
224416PIE0000512,Customer Facing Data Scientist,SAS ,Aug 2020 - Mar 2022 · 1 yr 8 mos,· Full-timeSAS · Full-time
224416PIE0000512,Software Engineer,ION ,Jul 2019 - Sep 2019 · 3 mos,· InternshipION · Internship
224416PIE0000512,Software Engineer,Documation Software Ltd ,Apr 2019 · 1 mo,ocumation Software Ltd · InternshipDocumation Software Ltd · Internship
224416PIE0000512,ECS Research Intern,University of Southampton ,Jun 2018 - Sep 2018 · 4 mos,versity of Southampton · InternshipUniversity of Southampton · Internship
224416PIE0000512,Technology Spring Intern,Barclays ,Apr 2018 · 1 mo,ays · InternshipBarclays · Internship
224442MAR0000513,Founder,Rowan Cognitive Data Science Solutions ,Sep 2020 - Present · 3 yrs 4 mos,wan Cognitive Data Science Solutions · Self-employedRowan Cognitive Data Science Solutions · Self-employed
224442MAR0000513,Co-Founder,Reinforcement Learning Zurich ,Oct 2018 - Present · 5 yrs 3 mos,inforcement Learning Zurich · Part-timeReinforcement Learning Zurich · Part-time
224442MAR0000513,Co Organizer,NLP Zurich ,Apr 2017 - Present · 6 yrs 9 mos,Zurich · Part-timeNLP Zurich · Part-time
224442MAR0000513,Data Science Lead,OTO SystemsOTO Systems,Oct 2019 - Jul 2020 · 10 mos,SystemsOTO Systems
224442MAR0000513,"Vice President, Cognitive Data Scientist",Swiss ReSwiss Re,Feb 2017 - Sep 2019 · 2 yrs 8 mos,ss ReSwiss Re
224442MAR0000513,Data Scientist,UPC Schweiz GmbHUPC Schweiz GmbH,May 2014 - Jan 2017 · 2 yrs 9 mos,Schweiz GmbHUPC Schweiz GmbH
224442MAR0000513,Postdoctoral Research Fellow,University of Bern (Official)University of Bern (Official),Jul 2013 - Apr 2014 · 10 mos,versity of Bern (Official)University of Bern (Official)
224442MAR0000513,"Teaching Assistant (Java, Intelligent Robotics)",University of BirminghamUniversity of Birmingham,Oct 2009 - Jun 2013 · 3 yrs 9 mos,versity of BirminghamUniversity of Birmingham
224442MAR0000513,Research Scientist,BAE SystemsBAE Systems,Nov 2007 - Jul 2009 · 1 yr 9 mos,SystemsBAE Systems
224506SYL0000514,Senior Data Scientist,Google ,Jan 2022 - Present · 2 yrs,ogle · Full-timeGoogle · Full-time
224506SYL0000514,External Lecturer,ETH Zürich ,Nov 2022 - Present · 1 yr 2 mos,Zürich · ContractETH Zürich · Contract
224532LAU0000515,Big Data Engineer/ Scientist,Credit Suisse ,Nov 2022 - Present · 1 yr 2 mos,dit Suisse · Full-timeCredit Suisse · Full-time
224532LAU0000515,Ph.D. Researcher - Data Scientist,CERN ,Oct 2018 - Oct 2022 · 4 yrs 1 mo,· Full-timeCERN · Full-time
224532LAU0000515,Graduate Research Assistant,McGill University ,Sep 2017 - Aug 2018 · 1 yr,cGill University · Full-timeMcGill University · Full-time
224532LAU0000515,Research Student,University of GlasgowUniversity of Glasgow,Oct 2016 - Mar 2017 · 6 mos,versity of GlasgowUniversity of Glasgow
224532LAU0000515,2016 DAAD RISE Germany Scholarship,University of Dortmund ,Jun 2016 - Aug 2016 · 3 mos,versity of Dortmund · InternshipUniversity of Dortmund · Internship
224624STE0000517,Data Scientist,Takeda ,Jun 2022 - Present · 1 yr 7 mos,da · Full-timeTakeda · Full-time
224700PAV0000518,Full-Stack Data Scientist,UBS ,Jan 2021 - Present · 3 yrs,· Full-timeUBS · Full-time
224700PAV0000518,Lecturer,Lucerne University of Applied Sciences and Arts ,Mar 2020 - Present · 3 yrs 10 mos,rne University of Applied Sciences and Arts · Part-timeLucerne University of Applied Sciences and Arts · Part-time
224700PAV0000518,CTO,Propulsion Academy Zürich ,Jun 2019 - Dec 2020 · 1 yr 7 mos,pulsion Academy Zürich · Full-timePropulsion Academy Zürich · Full-time
224700PAV0000518,Lecturer,ZHAW Zurich University of Applied Sciences ,Oct 2019 - Oct 2020 · 1 yr 1 mo,Zurich University of Applied Sciences · Part-timeZHAW Zurich University of Applied Sciences · Part-time
224700PAV0000518,Data Scientist,Migros-Genossenschafts-BundMigros-Genossenschafts-Bund,Jan 2017 - Mar 2019 · 2 yrs 3 mos,igros-Genossenschafts-BundMigros-Genossenschafts-Bund
224700PAV0000518,Data Scientist,"Hyperloop Transportation Technologies, Inc.Hyperloop Transportation Technologies, Inc.",Sep 2016 - Sep 2018 · 2 yrs 1 mo,"rloop Transportation Technologies, Inc.Hyperloop Transportation Technologies, Inc."
224700PAV0000518,Big Data Software Engineer,ScigilityScigility,Feb 2016 - Dec 2016 · 11 mos,gilityScigility
224812SIM0000521,Data Scientist,The World Bank ,Jan 2022 - Present · 2 yrs, World Bank · Full-timeThe World Bank · Full-time
224812SIM0000521,Expert Data Scientist,Novartis ,Oct 2021 - Apr 2022 · 7 mos,vartis · Full-timeNovartis · Full-time
224812SIM0000521,Data Scientist,The World Bank ,Apr 2021 - Jul 2021 · 4 mos, World Bank · ContractThe World Bank · Contract
224812SIM0000521,Data Scientist,Boston Consulting Group (BCG)Boston Consulting Group (BCG),Apr 2019 - Sep 2020 · 1 yr 6 mos,ston Consulting Group (BCG)Boston Consulting Group (BCG)
224812SIM0000521,Research Assistant,IESE Business SchoolIESE Business School,Oct 2018 - Apr 2019 · 7 mos,Business SchoolIESE Business School
224812SIM0000521,Research Assistant,Pompeu Fabra UniversityPompeu Fabra University,Jul 2018 - Oct 2018 · 4 mos,mpeu Fabra UniversityPompeu Fabra University
224812SIM0000521,Data Analyst,Avrios InternationalAvrios International,Jun 2017 - Sep 2017 · 4 mos,os InternationalAvrios International
224812SIM0000521,Research Assistant,University of ZurichUniversity of Zurich,Jan 2017 - Feb 2017 · 2 mos,versity of ZurichUniversity of Zurich
224812SIM0000521,Private Teacher,Neue Schule ZürichNeue Schule Zürich,Feb 2015 - Jul 2015 · 6 mos,ue Schule ZürichNeue Schule Zürich
224908ASH0000523,Vice President - Head Data Science CoE,Swiss Re Corporate SolutionsSwiss Re Corporate Solutions,Jul 2022 - Present · 1 yr 6 mos,ss Re Corporate SolutionsSwiss Re Corporate Solutions
224932NIT0000524,Data Consultant,Xurce AG ,May 2021 - Present · 2 yrs 8 mos, AG · FreelanceXurce AG · Freelance
224932NIT0000524,Expert,Innosuisse ,Jan 2023 - Present · 1 yr,suisse · ContractInnosuisse · Contract
224932NIT0000524,Lecturer Data Strategy,HWZ University of Applied Sciences in Business Administration Zurich ,Nov 2022 - Present · 1 yr 2 mos,University of Applied Sciences in Business Administration Zurich · Part-timeHWZ University of Applied Sciences in Business Administration Zurich · Part-time
224932NIT0000524,Moderator Main Track,Swiss Conference on Data Science,SDSSwiss Conference on Data Science,ss Conference on Data Science
224932NIT0000524,Data Science Advisor,syntheticssynthetics,Nov 2020 - Jul 2022 · 1 yr 9 mos,heticssynthetics
224959JAV0000525,Senior Data Scientist (Vice President),Credit Suisse ,Nov 2017 - Present · 6 yrs 2 mos,dit Suisse · Full-timeCredit Suisse · Full-time
224959JAV0000525,Data Scientist,TeralyticsTeralytics,May 2014 - Oct 2017 · 3 yrs 6 mos,ralyticsTeralytics
224959JAV0000525,Insight Fellow,Insight Data ScienceInsight Data Science,Jan 2014 - Mar 2014 · 3 mos,ght Data ScienceInsight Data Science
224959JAV0000525,Postdoctoral Researcher in Computational Astrophysics,ETH ZurichETH Zurich,Jun 2011 - Jan 2014 · 2 yrs 8 mos,ZurichETH Zurich
224959JAV0000525,Graduate Student Researcher,UC Santa CruzUC Santa Cruz,Sep 2005 - Jun 2011 · 5 yrs 10 mos,Santa CruzUC Santa Cruz
224959JAV0000525,Student Researcher,Lawrence Berkeley National LaboratoryLawrence Berkeley National Laboratory,Jun 2003 - Sep 2005 · 2 yrs 4 mos,nce Berkeley National LaboratoryLawrence Berkeley National Laboratory
225029BEN0000526,Data Engineer,Synchrotech SA ,Jul 2022 - Present · 1 yr 6 mos,tech SA · Full-timeSynchrotech SA · Full-time
225029BEN0000526,Data/Decision Support Analyst,Eurostar ,Jan 2020 - Jul 2022 · 2 yrs 7 mos,star · Full-timeEurostar · Full-time
225029BEN0000526,Data Analyst Apprentice,Thomas CookThomas Cook,Sep 2018 - Oct 2019 · 1 yr 2 mos,mas CookThomas Cook
225029BEN0000526,rider,foodorafoodora,May 2018 - Jun 2018 · 2 mos,odorafoodora
225029BEN0000526,Postman,Le Groupe La PosteLe Groupe La Poste,Jul 2017 - Sep 2017 · 3 mos, Groupe La PosteLe Groupe La Poste
225029BEN0000526,Census taker,Caen la merCaen la mer,Jan 2016 - Feb 2016 · 2 mos,n la merCaen la mer
225057GUS0000527,Data Scientist and Bioinformatician,SIB Swiss Institute of Bioinformatics ,Sep 2020 - Present · 3 yrs 4 mos,Swiss Institute of Bioinformatics · Full-timeSIB Swiss Institute of Bioinformatics · Full-time
225057GUS0000527,Inaugural Member,Swiss Young AcademySwiss Young Academy,May 2020 - Present · 3 yrs 8 mos,ss Young AcademySwiss Young Academy
225057GUS0000527,President,The Catalyst: a science-entertainment collectiveThe Catalyst: a science-entertainment collective,Jan 2023 - Present · 1 yr, Catalyst: a science-entertainment collectiveThe Catalyst: a science-entertainment collective
225503ANI0000535,Data Scientist,Credit Suisse ,Jun 2022 - Present · 1 yr 7 mos,dit Suisse · Full-timeCredit Suisse · Full-time
225503ANI0000535,Data Scientist,airisData ,Feb 2019 - Jun 2022 · 3 yrs 5 mos,risData · Full-timeairisData · Full-time
225503ANI0000535,Postdoc Research Scientist,Los Alamos National LaboratoryLos Alamos National Laboratory,Sep 2013 - Jan 2019 · 5 yrs 5 mos,s Alamos National LaboratoryLos Alamos National Laboratory
225503ANI0000535,Postdoc Researcher,Rutgers UniversityRutgers University,Sep 2010 - Aug 2013 · 3 yrs,gers UniversityRutgers University
225503ANI0000535,PHD Student,"Jawaharlal Nehru Centre for Advanced Scientific Research, Banaglore ",Aug 2005 - Jul 2010 · 5 yrs,"al Nehru Centre for Advanced Scientific Research, Banaglore · Full-timeJawaharlal Nehru Centre for Advanced Scientific Research, Banaglore · Full-time"
225503ANI0000535,Summer Research Intern,GE Global ResearchGE Global Research,May 2009 - Aug 2009 · 4 mos,Global ResearchGE Global Research
225503ANI0000535,Masters Student,Banaras Hindu UniversityBanaras Hindu University,Aug 2003 - Jul 2005 · 2 yrs,Hindu UniversityBanaras Hindu University
225625LUC0000538,Data Scientist in Clinical Operations,Roche ,Sep 2021 - Present · 2 yrs 4 mos,che · Full-timeRoche · Full-time
225953NIC0000545,Data Scientist,QuantCo ,Jan 2022 - Present · 2 yrs,Co · Full-timeQuantCo · Full-time
225953NIC0000545,PhD Student,The University of EdinburghThe University of Edinburgh,Sep 2018 - Jan 2022 · 3 yrs 5 mos, University of EdinburghThe University of Edinburgh
225953NIC0000545,Data Science Consultant,FreelanceFreelance,Jan 2018 - Jan 2022 · 4 yrs 1 mo,elanceFreelance
225953NIC0000545,Data Science Intern,Microsoft ,May 2018 - Jul 2018 · 3 mos,icrosoft · InternshipMicrosoft · Internship
225953NIC0000545,Data Science Intern,Microsoft ,May 2017 - Jul 2017 · 3 mos,icrosoft · InternshipMicrosoft · Internship
225953NIC0000545,Software Engineer,Zappi StoreZappi Store,Jan 2016 - Jul 2016 · 7 mos, StoreZappi Store
225953NIC0000545,Founding Partner,Rethink EducationRethink Education,Jan 2012 - Dec 2015 · 4 yrs,think EducationRethink Education
225953NIC0000545,Chairman,UCT Wine and Culture SocietyUCT Wine and Culture Society,Jan 2012 - Nov 2014 · 2 yrs 11 mos,Wine and Culture SocietyUCT Wine and Culture Society
225953NIC0000545,Leadership Instructor,Spirit of AdventureSpirit of Adventure,Jan 2010 - Dec 2010 · 1 yr,rit of AdventureSpirit of Adventure
230112SAN0000548,Founder & CEO,viadataviadata,Jan 2023 - Present · 1 yr,adataviadata
230112SAN0000548,Crafter,socraftsocraft,Jun 2023 - Present · 7 mos,craftsocraft
230112SAN0000548,Lecturer,Executive Education HEC LausanneExecutive Education HEC Lausanne,Jul 2018 - Present · 5 yrs 6 mos,cutive Education HEC LausanneExecutive Education HEC Lausanne
230112SAN0000548,Business School Professor,Business School Lausanne (BSL)Business School Lausanne (BSL),Nov 2021 - Present · 2 yrs 2 mos,ness School Lausanne (BSL)Business School Lausanne (BSL)
230112SAN0000548,Head of Data & AI - Suisse Romande,AWK Group ,Jun 2022 - Dec 2022 · 7 mos,Group · Full-timeAWK Group · Full-time
230112SAN0000548,Advisory Committee Member,Swiss Statistical Design and Innovation (Swiss-SDI)Swiss Statistical Design and Innovation (Swiss-SDI),Aug 2021 - May 2022 · 10 mos,ss Statistical Design and Innovation (Swiss-SDI)Swiss Statistical Design and Innovation (Swiss-SDI)
230112SAN0000548,Chief Industry Advisor,Swiss Data Science CenterSwiss Data Science Center,Jul 2018 - May 2022 · 3 yrs 11 mos,ss Data Science CenterSwiss Data Science Center
230112SAN0000548,Data Scientist and Global Forecasting Expert,Nestlé NespressoNestlé Nespresso,Jul 2016 - Jun 2018 · 2 yrs,stlé NespressoNestlé Nespresso
230112SAN0000548,"Manager, Data Science","Expedia, Inc.Expedia, Inc.",Sep 2014 - Jul 2016 · 1 yr 11 mos,"dia, Inc.Expedia, Inc."
230112SAN0000548,Data Mining Research Engineer,SICPASICPA,Feb 2011 - Aug 2014 · 3 yrs 7 mos,
230112SAN0000548,Consultant in Data Mining,FinScore S.A.FinScore S.A.,Mar 2009 - Jan 2011 · 1 yr 11 mos,nScore S.A.FinScore S.A.
230112SAN0000548,Artificial Intelligence Project Manager,SGFCSGFC,May 2008 - Feb 2009 · 10 mos,
230204JUL0000550,Career Starter Data Science,SBB CFF FFS ,Sep 2022 - Present · 1 yr 4 mos,CFF FFS · ContractSBB CFF FFS · Contract
230204JUL0000550,Stagiaire Département Qualité,ROLEX ,Mar 2022 - Aug 2022 · 6 mos,· InternshipROLEX · Internship
230204JUL0000550,Civilist,Antenna Foundation ,Sep 2021 - Feb 2022 · 6 mos,enna Foundation · Full-timeAntenna Foundation · Full-time
230204JUL0000550,Intern Data Science & Artificial Intelligence,PostFinance ,Feb 2021 - Jul 2021 · 6 mos,stFinance · InternshipPostFinance · Internship
230204JUL0000550,Coach,ARA ,Sep 2012 - Mar 2021 · 8 yrs 7 mos,· FreelanceARA · Freelance
230204JUL0000550,Assistant professor,Collège Claparède ,Oct 2019 - Feb 2021 · 1 yr 5 mos,llège Claparède · ContractCollège Claparède · Contract
230204JUL0000550,Employee catering Elton John,Montreux Jazz Festival ,Jun 2019 · 1 mo,ontreux Jazz Festival · FreelanceMontreux Jazz Festival · Freelance
230324MAR0000553,Geospatial Data Scientist - Agri-Environment,"Institute of Earth Surface of Dynamics - Lausanne, Switzerland ",Sep 2021 - Present · 2 yrs 4 mos,"itute of Earth Surface of Dynamics - Lausanne, Switzerland · Full-timeInstitute of Earth Surface of Dynamics - Lausanne, Switzerland · Full-time"
230324MAR0000553,"PhD in Agriculture,Food and Environment-University of Pisa",Università di PisaUniversità di Pisa,Nov 2018 - Sep 2022 · 3 yrs 11 mos,versità di PisaUniversità di Pisa
230324MAR0000553,Consultant in regulations for agricultural activities and GIS - Project Intern,Confederazione italiana agricoltoriConfederazione italiana agricoltori,May 2018 - Jan 2019 · 9 mos,nfederazione italiana agricoltoriConfederazione italiana agricoltori
230324MAR0000553,"IBIMET-Instituto di Biometeorologia/CNR(Florence,IT)-Assistant Research in GIS and Remote Sensing",Consiglio Nazionale delle Ricerche ,Aug 2016 - Aug 2017 · 1 yr 1 mo,nsiglio Nazionale delle Ricerche · Full-timeConsiglio Nazionale delle Ricerche · Full-time
230324MAR0000553,IBM RESEARCH - Geospatial Analyst (Agri-Environmental),Internacional Business MachinesInternacional Business Machines,Aug 2015 - Jul 2016 · 1 yr,ernacional Business MachinesInternacional Business Machines
230324MAR0000553,UFABC - Teacher Assistant of the Cartography Laboratory,Universidade Federal do ABC - UFABCUniversidade Federal do ABC - UFABC,Jun 2015 - Dec 2015 · 7 mos,versidade Federal do ABC - UFABCUniversidade Federal do ABC - UFABC
230324MAR0000553,"ITHACA, Turin, Italy - Undergraduate intern in GIS (cartography territorial)",ITHACAITHACA,Jan 2013 - Jun 2013 · 6 mos,
230324MAR0000553,"INPE/CEMADEN - Undergraduate intern climatology, agriculture and GIS (volunteer Natural Disasters)",INPE- CEMADEN (Centro de Monitoramento Nacional de Desastres NaturaisINPE- CEMADEN (Centro de Monitoramento Nacional de Desastres Naturais,Jul 2012 - Aug 2012 · 2 mos,CEMADEN (Centro de Monitoramento Nacional de Desastres NaturaisINPE- CEMADEN (Centro de Monitoramento Nacional de Desastres Naturais
230324MAR0000553,EMBRAPA GADO DE LEITE - Undergraduate intern (Areas permanent preservation and Remote Sensing),EmbrapaEmbrapa,Mar 2011 - Jun 2012 · 1 yr 4 mos,
230324MAR0000553,Stage GIS - Rural and Urban Multipurpose Technical Cadastres,Prefeitura de Juiz de ForaPrefeitura de Juiz de Fora,Apr 2010 - Dec 2010 · 9 mos,feitura de Juiz de ForaPrefeitura de Juiz de Fora
230350ANT0000554,Data Science Lead,UBS ,May 2023 - Present · 8 mos,· Full-timeUBS · Full-time
230419TIM0000555,Data Scientist,SMG Swiss Marketplace Group ,Oct 2023 - Present · 3 mos,G Swiss Marketplace Group · Full-timeSMG Swiss Marketplace Group · Full-time
230419TIM0000555,Lecturer,Hochschule für Wirtschaft Zürich HWZHochschule für Wirtschaft Zürich HWZ,Dec 2016 - Present · 7 yrs 1 mo,chschule für Wirtschaft Zürich HWZHochschule für Wirtschaft Zürich HWZ
230419TIM0000555,Data Scientist,Xebia ,Aug 2023 - Sep 2023 · 2 mos,bia · Full-timeXebia · Full-time
230419TIM0000555,Data Scientist,Meta ,Feb 2022 - Jul 2023 · 1 yr 6 mos,eta · Full-timeMeta · Full-time
230520ASH0000557,Lead Data Scientist,Credit Suisse ,May 2022 - Present · 1 yr 8 mos,dit Suisse · Full-timeCredit Suisse · Full-time
230520ASH0000557,Development Lead / Data Scientist,"SkillNet Solutions, Inc.SkillNet Solutions, Inc.",Sep 2009 - May 2022 · 12 yrs 9 mos,"llNet Solutions, Inc.SkillNet Solutions, Inc."
230520ASH0000557,Technical Consultant / Project Lead,CompuComCompuCom,Oct 2007 - Aug 2009 · 1 yr 11 mos,mpuComCompuCom
230520ASH0000557,Senior Software Consultant,Oracle RetailOracle Retail,Mar 2006 - Sep 2007 · 1 yr 7 mos,e RetailOracle Retail
230520ASH0000557,Lead Software Developer,InfogainInfogain,Jan 2001 - Mar 2006 · 5 yrs 3 mos,gainInfogain
230520ASH0000557,System Engineer,Tata Consultancy ServicesTata Consultancy Services,Dec 1999 - Jan 2001 · 1 yr 2 mos,a Consultancy ServicesTata Consultancy Services
230544SUK0000558,Senior Data Scientist,Scailyte ,Jan 2023 - Present · 1 yr,lyte · Full-timeScailyte · Full-time
230706EMR0000561,Data Engineer,SMG Swiss Marketplace Group ,Oct 2022 - Present · 1 yr 3 mos,G Swiss Marketplace Group · PermanentSMG Swiss Marketplace Group · Permanent
230738GAB0000562,Data Science Manager,Kenvue ,Aug 2023 - Present · 5 mos,nvue · Full-timeKenvue · Full-time
230738GAB0000562,Data Scientist,Johnson & Johnson ,Oct 2021 - Aug 2023 · 1 yr 11 mos,hnson & Johnson · Full-timeJohnson & Johnson · Full-time
230738GAB0000562,Data Scientist,Advertima ,Feb 2021 - Oct 2021 · 9 mos,vertima · Full-timeAdvertima · Full-time
230738GAB0000562,Senior Data Scientist,Ocado TechnologyOcado Technology,Nov 2018 - Dec 2020 · 2 yrs 2 mos,o TechnologyOcado Technology
230738GAB0000562,Data Scientist,DILAX IntelcomDILAX Intelcom,Jun 2017 - Oct 2018 · 1 yr 5 mos,ILAX IntelcomDILAX Intelcom
230738GAB0000562,Scientific Intern in Applied Bayesian Data Analysis,Swiss Federal Institute of Aquatic Science and TechnologySwiss Federal Institute of Aquatic Science and Technology,Jun 2016 - Oct 2016 · 5 mos,ss Federal Institute of Aquatic Science and TechnologySwiss Federal Institute of Aquatic Science and Technology
230807STE0000563,Engineering Lead,Swiss Life Asset ManagersSwiss Life Asset Managers,Feb 2023 - Present · 11 mos,ss Life Asset ManagersSwiss Life Asset Managers
230807STE0000563,Senior Data Scientist,Credit Suisse ,Dec 2019 - May 2022 · 2 yrs 6 mos,dit Suisse · Full-timeCredit Suisse · Full-time
230807STE0000563,Senior Consultant,Deloitte SwitzerlandDeloitte Switzerland,Nov 2018 - Dec 2019 · 1 yr 2 mos,eloitte SwitzerlandDeloitte Switzerland
230833GIU0000564,ChemIntelligence,Chemify Limited ,Sep 2023 - Present · 4 mos,mify Limited · Full-timeChemify Limited · Full-time
230833GIU0000564,Head of AI and Cheminformatics,"Endogena Therapeutics, Inc. ",Jun 2021 - Present · 2 yrs 7 mos,"ogena Therapeutics, Inc. · Full-timeEndogena Therapeutics, Inc. · Full-time"
230833GIU0000564,Postdoctoral Research Scientist,Roche ,Oct 2019 - May 2021 · 1 yr 8 mos,che · Full-timeRoche · Full-time
230833GIU0000564,Researcher,IDSIA ,Oct 2017 - Oct 2019 · 2 yrs 1 mo,SIA · Full-timeIDSIA · Full-time
230833GIU0000564,Postdoctoral Researcher,Université de GenèveUniversité de Genève,Feb 2014 - Oct 2017 · 3 yrs 9 mos,versité de GenèveUniversité de Genève
230833GIU0000564,External Collaborator,CELLIPSECELLIPSE,Mar 2014 - 2015 · 11 mos,
155058FLA0000566,Data Scientist/Business Developer - Cognitive Intelligence Software,NeoInstinct ,Jan 2022 - Present · 2 yrs,oInstinct · Full-timeNeoInstinct · Full-time
155058FLA0000566,Investor,The International School of Sion ,Feb 2022 - Present · 1 yr 11 mos, International School of Sion · Part-timeThe International School of Sion · Part-time
155058FLA0000566,Data Scientist - Biocomputing,FinalSpark ,Nov 2020 - Dec 2021 · 1 yr 2 mos,nalSpark · ContractFinalSpark · Contract
155058FLA0000566,Scientific Assistant HES - Electrophysiology,University of Applied Sciences Switzerland ,Jul 2016 - Aug 2020 · 4 yrs 2 mos,versity of Applied Sciences Switzerland · Full-timeUniversity of Applied Sciences Switzerland · Full-time
155058FLA0000566,Data Science - Life Science Applications,Home BasedHome Based,Mar 2015 - Jun 2016 · 1 yr 4 mos,me BasedHome Based
155058FLA0000566,Engineer - Optogenetics and Machine Learning,ETH ZürichETH Zürich,Oct 2015 - Dec 2015 · 3 mos,ZürichETH Zürich
155058FLA0000566,Research Assistant - Bio-Nanophotonics (PostDoc),Ecole Polytechnique Fédérale de Lausanne (EPFL) ,Jan 2015 - Jun 2015 · 6 mos,le Polytechnique Fédérale de Lausanne (EPFL) · ContractEcole Polytechnique Fédérale de Lausanne (EPFL) · Contract
155241ALE0000570,Senior Project Scientist,Swiss Paraplegic Research ,Sep 2023 - Present · 4 mos,ss Paraplegic Research · Full-timeSwiss Paraplegic Research · Full-time
155241ALE0000570,Senior Data Scientist,QuantActions ,May 2022 - Sep 2023 · 1 yr 5 mos,Actions · Full-timeQuantActions · Full-time
155241ALE0000570,Researcher in Neuronal Circuit Dynamics,University of Zurich ,Jun 2017 - Apr 2022 · 4 yrs 11 mos,versity of Zurich · Full-timeUniversity of Zurich · Full-time
155241ALE0000570,Computational Neuroscience Summer School,Okinawa Institute of Science and Technology Graduate University (OIST) ,Jul 2018 · 1 mo,nawa Institute of Science and Technology Graduate University (OIST) · InternshipOkinawa Institute of Science and Technology Graduate University (OIST) · Internship
155241ALE0000570,Neuronal Engineering Framework Summer School,University of Waterloo ,Jun 2018 · 1 mo,versity of Waterloo · InternshipUniversity of Waterloo · Internship
155241ALE0000570,"Talent Participant, Mindfire Human Intelligence Mission M1",Mindfire ,May 2018 · 1 mo,indfire · InternshipMindfire · Internship
155241ALE0000570,Computational Biosensor Designer,LSPR AGLSPR AG,Jul 2014 - Feb 2017 · 2 yrs 8 mos,AGLSPR AG
155241ALE0000570,Researcher in Quantum Estimation Theory,ETH ZurichETH Zurich,Oct 2012 - Jun 2014 · 1 yr 9 mos,ZurichETH Zurich
155313THA0000571,Senior Speech Data Scientist,Redenlab ,May 2023 - Present · 8 mos,denlab · Full-timeRedenlab · Full-time
155313THA0000571,Senior Postdoctoral Fellow,University of Melbourne ,May 2023 - Present · 8 mos,versity of Melbourne · Part-timeUniversity of Melbourne · Part-time
155313THA0000571,Senior Research Engineer,Telepathy Labs ,Dec 2021 - Mar 2023 · 1 yr 4 mos,lepathy Labs · Full-timeTelepathy Labs · Full-time
155313THA0000571,Artificial Intelligence Scientist,Zoi Meet #AI ,Apr 2021 - Nov 2021 · 8 mos,i Meet #AI · FreelanceZoi Meet #AI · Freelance
155313THA0000571,Data Science Advisor,ACTIONX ,Mar 2021 - Nov 2021 · 9 mos,· ContractACTIONX · Contract
155341GAË0000572,Data Scientist,Vice Presidency for Academic Affairs (Academic Data),EPFL (École polytechnique fédérale de Lausanne) · Contract Full-timeEPFL (École polytechnique fédérale de Lausanne) · Contract Full-time,ce Presidency for Academic Affairs (Academic Data)
155341GAË0000572,Postdoctoral Researcher,HEC Lausanne - The Faculty of Business and Economics of the University of Lausanne ,Mar 2022 - Jul 2022 · 5 mos,Lausanne - The Faculty of Business and Economics of the University of Lausanne · Contract Part-timeHEC Lausanne - The Faculty of Business and Economics of the University of Lausanne · Contract Part-time
155341GAË0000572,"Expert - Mediamaticien, Federal Certificate of Proficiency",Etat de VaudEtat de Vaud,Apr 2013 - Jul 2022 · 9 yrs 4 mos,at de VaudEtat de Vaud
155341GAË0000572,Postdoctoral Fellow in the Faculty of Information,University of Toronto ,Feb 2021 - Jan 2022 · 1 yr,versity of Toronto · Full-timeUniversity of Toronto · Full-time
155341GAË0000572,Co-Founder,ODAIA ,Feb 2018 - Jan 2022 · 4 yrs,AIA · On-CallODAIA · On-Call
155602ALD0000577,Chief Data Scientist,Trafigura ,Jan 2020 - Present · 4 yrs,gura · Full-timeTrafigura · Full-time
155602ALD0000577,Principal Data Scientist (UK & Ireland),Accenture ,Oct 2018 - Jan 2020 · 1 yr 4 mos,nture · Full-timeAccenture · Full-time
155602ALD0000577,Director of Financial Services AI & Head of Data Science (UK),PwC UKPwC UK,May 2016 - Oct 2018 · 2 yrs 6 mos,UKPwC UK
